Growth over next 10 years,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001
Samoa,0,0,0,0,0,0,0,0,0,0,0,0.032427065,0.064864644,0.097312742,0.129771363,0.162240508,0.194720182,0.227210389,0.259711131,0.292222412,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.324744236,0.414185966,0.503707435,0.593308714,0.682989875,0.772750989,0.862592126,0.952513359,1.042514759,1.132596397,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,1.222758345,-0.12428752,-0.713169165,-0.02264863,-0.291950537,0.129550917,1.206022307,0.410872886,-0.681492586,-0.924790035,-1.020562463,0.299203501,1.128788121,0.807654737,0.957389439,0.207086976,-0.680975724,-0.53510802,0.130958499,0.15774712,0.453020549,-0.002125887,0.181504306,0.281192398,0.248274895,0.575388577,0.469348946,1.595536474,2.618650231,2.834023861,2.755931881,3.387455321,3.276116118,2.842417829,3.018068096,3.280465588,2.501532277,1.89661309,1.357385242
San Marino,0.165947699,0.165947699,0.165947699,0.165947699,0.165947699,0.165947699,0.165947699,0.165947699,0.165947699,0.165947699,0.165947699,0.26629104,0.366734902,0.467279386,0.567924592,0.668670622,0.769517576,0.870465556,0.971514663,1.072664997,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.173916661,1.365369296,1.557184219,1.749362116,1.941903673,2.134809579,2.328080523,2.521717196,2.71572029,2.910090499,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,3.104828517,2.888011765,2.900457901,3.26758373,3.46155672,2.844399731,3.10759141,2.885619844,2.713227256,2.807184534,2.67225172,2.512831647,2.09321139,1.415212164,1.117912895,1.57739446,1.176832455,1.288771873,1.451898743,1.269774663,1.17915575,1.26583219,1.303018692,2.026602557,2.388840718,3.02688131,3.259360219,3.228491336,3.595188551,4.164676931,4.143604532,4.470765777,4.296764647,3.687748419,3.334745346,2.568893872,2.414097239,2.495848156,1.417668117,-0.770502535,-1.416025172,-2.070529965
Sao Tome and Principe,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.170623603,0.122413504,0.089487861,0.074260749,0.457281119,-0.627436756,-0.108809866,-0.212162988,0.686338109,-0.436438444,0.559922891,1.323094041,1.993754237,2.592125795,2.723330901,4.309137586,4.340777781,4.870402827,4.32524956,5.886066073,5.196000498,4.744449553,4.094353794,3.443742754,3.248703815,3.0584414,2.35542501,3.780028509,3.352978368,4.232560003,3.486035649,1.847742609,1.950491292,1.419663318,0.278000826,0.700542513,0.002718074,-2.296107175,-2.310704429,-3.425961822,-3.498538341,-2.317719178,-2.558200169,-2.086511413,-1.277934227,-1.961184069,-1.210874082,-0.793679989,-0.712044161,-0.737129296,-0.440556777,-0.224818897,-0.064887223,0.512541828,0.778083799,0.925178339,1.996234911,2.183383417,2.899270812,3.157796437,3.572350713,3.741743651
Saudi Arabia,0.023596686,0.023596686,0.023596686,0.023596686,0.023596686,0.023596686,0.023596686,0.023596686,0.023596686,0.023596686,0.023596686,0.079318441,0.135071237,0.190855093,0.246670025,0.30251605,0.358393187,0.414301452,0.470240863,0.526211437,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,0.582213191,1.078861601,1.57796233,2.079527487,2.58356924,3.090099818,3.599131511,4.110676667,4.624747698,5.141357077,5.660517336,5.660517336,5.660517336,5.660517336,5.660517336,5.660517336,5.660517336,5.660517336,5.660517336,5.660517336,5.660517336,5.660517336,5.660517336,5.660517336,5.660517336,5.660517336,5.660517336,5.660517336,5.660517336,5.660517336,5.660517336,5.660517336,5.660517336,5.660517336,5.660517336,5.660517336,5.660517336,5.660517336,5.735848918,5.572568521,5.792040354,6.149946967,5.60380647,5.561141013,5.130966404,4.836183772,5.058022799,5.244242137,5.529791415,6.05333766,5.874891156,5.564884216,6.469331982,7.09327375,7.557403771,7.890427001,7.564074911,7.441600557,7.620543489,7.886241466,8.878795852,9.437989513,7.981000187,7.090883565,7.291458589,6.553243692,6.002206767,5.656769891,4.70365404,3.096407195,-0.160925048,-1.829804737,-2.610375838,-3.949178929,-4.661487828,-4.647017712,-4.618076375,-3.777200419,-3.292838851,-3.001773578,-2.017396422,-1.955198065,-1.110539203,-0.185311021,-0.292315998,-0.309803677,-0.638479661,-1.607594687,-2.48397225,-2.637750933,-1.488895345,-0.717232383,0.027036185,0.42293263,0.762789214,1.358378513,1.569079762,1.771436797,2.552773004
Senegal,0,0,0,0,0,0,0,0,0,0,0,0.04679229,0.093606476,0.140442566,0.187300573,0.234180505,0.281082374,0.328006189,0.374951961,0.4219197,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.630548515,0.792447667,0.954607289,1.117027802,1.279709624,1.442653177,1.605858881,1.769327158,1.93305843,2.097053121,2.097053121,2.097053121,2.097053121,2.097053121,2.097053121,2.097053121,2.097053121,2.097053121,2.097053121,2.097053121,2.097053121,2.097053121,2.097053121,2.097053121,2.097053121,2.097053121,2.097053121,2.097053121,2.097053121,2.097053121,2.097053121,2.097053121,2.097053121,2.097053121,2.097053121,2.097053121,2.097053121,2.066204876,2.026765622,1.978650081,1.930625031,1.881703344,1.822789878,1.761855831,1.697113664,1.621545699,1.38573808,1.414490237,1.32859313,1.29995685,1.087013971,1.001320598,0.83346008,0.281866747,0.479053935,-0.614219078,-0.065715322,-0.587551539,-0.351595986,-1.3517338,-1.195460528,-0.785465628,-0.138009468,-0.318565478,-1.362346093,-0.044126752,-1.210002804,-1.280887488,-0.507336849,0.308654286,-0.581680077,-1.003566574,-1.466489162,-0.796628783,0.108588794,-0.727222313,0.064602829,0.121796615,-1.038901433,-1.472236362,-0.686488251,-0.52164371,-0.468584708,-0.347706105,-0.256741651,0.447803355,0.603171876,1.140368956,1.057493261,1.958514232,2.2706347,2.315956913,2.063391921,2.060551891,1.862413146,1.571916419,1.42087289,1.21154452
Serbia,0.103857756,0.103857756,0.103857756,0.103857756,0.103857756,0.103857756,0.103857756,0.103857756,0.103857756,0.103857756,0.103857756,0.114072026,0.124287338,0.134503692,0.144721088,0.154939527,0.165159008,0.175379533,0.1856011,0.19582371,0.206047364,0.206047364,0.206047364,0.206047364,0.206047364,0.206047364,0.206047364,0.206047364,0.206047364,0.206047364,0.206047364,0.206047364,0.206047364,0.206047364,0.206047364,0.206047364,0.206047364,0.206047364,0.206047364,0.206047364,0.206047364,0.206047364,0.206047364,0.206047364,0.206047364,0.206047364,0.206047364,0.206047364,0.206047364,0.206047364,0.206047364,0.206047364,0.206047364,0.206047364,0.206047364,0.206047364,0.206047364,0.206047364,0.206047364,0.206047364,0.206047364,0.356754317,0.507687929,0.658848541,0.810236494,0.96185213,1.113695791,1.265767821,1.418068563,1.57059836,1.723357558,1.723357558,1.723357558,1.723357558,1.723357558,1.723357558,1.723357558,1.723357558,1.723357558,1.723357558,1.723357558,1.618377014,1.513504811,1.408740839,1.304084985,1.199537139,1.095097188,0.99076502,0.886540526,0.782423594,0.678414112,0.769960411,0.861589952,0.953302811,1.045099064,1.136978787,1.228942056,1.320988946,1.413119534,1.505333896,1.597632108,1.436814954,1.276252355,1.115943907,0.920280361,0.724995433,0.530088388,0.335558497,0.14140503,-0.052372743,-0.245775548,-0.147912435,-0.001968066,0.363597052,0.953768209,1.330633409,1.907433981,1.631503879,2.382595211,2.801201515,2.487479768,1.929935223,0.652434305,0.454384833,0.12975452,-0.496399926,0.05299637,0.386602386,0.316537929,0.343623679,0.5973206,0.959146997,2.001105827,1.739955921,1.419212078,1.62384494,0.440407082,0.325094651,1.332770547,1.744775402,1.034036821,1.382224896,0.52232133,1.886055478,2.397780584,2.988240419,2.756298514,4.353456436,2.994723562,3.262554799,4.622599767,4.711726484,5.792894632,5.406389613,5.837607938,5.5016766,6.287846341,4.841085531,4.636244696,4.548322564,4.416525454,5.11075994,5.280418909,4.599607834,4.91726707,4.647929158,4.419584487,4.970134531,5.312464042,4.889763575,4.909645864,3.982906603,3.733777923,3.510977854,2.553943239,2.673303647,2.818278505,2.030587475,1.383746791,0.625825714,-0.581395401,-1.537727995,-4.756598208,-8.189548159,-8.144214569,-7.666895424,-7.564109795,-6.721561871,-6.292737558,-8.496210492,-7.328454667,-6.077071014,-2.504379956,1.387664616,1.985233142,2.072768733,2.001803702,1.817118045,1.962534157,4.266726235,3.629774855,3.193176955
Serbia and Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia excluding Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.381951402,0.710327057,1.039776915,1.37030449,1.701913307,2.034606903,2.368388827,2.70326264,3.039231912,3.376300228,3.714471182,3.714471182,3.714471182,3.714471182,3.714471182,3.714471182,3.714471182,3.714471182,3.714471182,3.714471182,3.714471182,3.714471182,3.714471182,3.714471182,3.714471182,3.714471182,3.714471182,3.714471182,3.714471182,3.714471182,3.714471182,3.714471182,3.714471182,3.714471182,3.714471182,3.714471182,3.714471182,3.714471182,3.898079246,3.677637345,3.472184848,3.53032462,3.109332322,2.62979962,2.461314844,2.152091948,2.029044401,2.154249603,0.752236124,1.183779313,1.66465922,1.360903573,1.183520506,1.285572785,0.859316771,1.375771095,0.859152505,0.828149433,2.949599384,2.710646349,2.748489769,2.558296424,2.933626635,3.717219338,4.479985198,4.416985854,6.151834881,5.219284538,3.347746461,2.774079813,2.01724416,2.452732284,3.225332036,2.46000451,1.989791793,1.957916864,1.488165758,2.606325739,3.318805701,4.207152777,4.79060572,3.877063488,2.846247104,3.664676083,4.687447321,4.234654767,3.269515916,2.916212755,2.52834649,1.801061186,0.677030221,0.940239456,1.868416799,1.7503054,1.655450144,1.160393554,1.019232868,0.989990959,1.888954151
Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0.04679229,0.093606476,0.140442566,0.187300573,0.234180505,0.281082374,0.328006189,0.374951961,0.4219197,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.468909416,0.436507634,0.404116302,0.371735417,0.339364974,0.307004971,0.274655404,0.242316271,0.209987566,0.177669288,0.145361433,0.145361433,0.145361433,0.145361433,0.145361433,0.145361433,0.145361433,0.145361433,0.145361433,0.145361433,0.145361433,0.145361433,0.145361433,0.145361433,0.145361433,0.145361433,0.145361433,0.145361433,0.145361433,0.145361433,0.145361433,0.145361433,0.145361433,0.145361433,0.145361433,0.145361433,0.145361433,0.145361433,0.554418296,0.714835301,0.945489647,1.349406089,1.54541205,1.768421344,1.984591019,2.112393815,2.524438315,2.688397887,2.288944589,2.412630897,2.182550826,1.725902796,2.062377998,2.299333382,1.8455305,2.500793068,2.804822949,2.810220894,2.52082701,1.944276216,2.070095997,2.343771397,1.911663122,0.943304193,1.121121939,0.173843377,-0.176769534,-0.092552741,0.558526353,0.792895631,0.294226134,-0.02158857,-0.63565263,-0.729421855,-0.406664342,-0.217238723,-0.596285684,-0.849502749,-2.323960548,-3.105004359,-2.644034712,-2.451740052,-3.14584035,-5.438510865,-7.799824421,-8.091009183,-8.897121719,-8.77659921,-6.735406205,-4.149870599,-3.939787772,-3.661226273,-2.021592976,1.053484307,3.854479963,4.425447258,5.437837648,5.563283088,4.7348064
Singapore,0,0,0,0,0,0,0,0,0,0,0,0.020725515,0.041455325,0.062189431,0.082927835,0.103670537,0.124417538,0.145168839,0.16592444,0.186684344,0.207448549,0.207448549,0.207448549,0.207448549,0.207448549,0.207448549,0.207448549,0.207448549,0.207448549,0.207448549,0.207448549,0.207448549,0.207448549,0.207448549,0.207448549,0.207448549,0.207448549,0.207448549,0.207448549,0.207448549,0.207448549,0.207448549,0.207448549,0.207448549,0.207448549,0.207448549,0.207448549,0.207448549,0.207448549,0.207448549,0.207448549,0.207448549,0.207448549,0.207448549,0.207448549,0.207448549,0.207448549,0.207448549,0.207448549,0.207448549,0.207448549,0.46256348,0.7183279,0.974743462,1.231811824,1.489534648,1.7479136,2.006950352,2.266646576,2.527003953,2.788024165,2.788024165,2.788024165,2.788024165,2.788024165,2.788024165,2.788024165,2.788024165,2.788024165,2.788024165,2.788024165,2.788024165,2.788024165,2.788024165,2.788024165,2.788024165,2.788024165,2.788024165,2.788024165,2.788024165,2.788024165,3.500767002,2.637409555,0.826836988,0.206863813,0.952378984,1.85845472,0.64467489,1.769943331,1.60259475,2.165881931,0.075542043,-0.918676849,-0.861285147,1.269276588,0.442811966,-2.595007481,1.568501041,-2.267451366,-1.134381169,-3.403530257,-1.138932828,3.252431738,5.006028026,2.922530953,3.953229105,3.935821171,-2.389794613,1.785998837,4.005556626,4.667683499,0.288241212,-3.811848874,-0.653227882,1.225410199,1.224010616,3.117916262,7.159874578,3.602560404,1.643728452,2.43641104,5.530182876,6.918058763,3.188163262,1.411921906,0.127676902,0.110653443,-0.796361584,0.77074553,-0.82289357,-0.82289357,-1.322432737,-4.770384767,-2.991515104,-1.578935804,-2.316848355,-1.298069732,-2.39144101,-2.290001516,-1.058359837,-0.307081618,1.279193028,4.728508068,3.526982353,1.913298392,3.681635614,3.515818898,5.759925258,6.927073157,6.890999982,7.396953561,7.372199476,8.871925345,9.166113035,9.862586845,9.073864965,8.815112714,8.45772533,8.006427545,7.625744629,7.266021487,6.73235767,5.841903997,5.645234784,5.851885503,5.508659018,5.154055404,5.340842108,5.50120696,5.391352062,5.077161302,4.959220467,5.025861706,5.213871286,5.403803228,6.097821648,6.249910575,5.918550579,4.50514119,4.45007432,4.757301875,3.82552314,3.816337855,3.192435655,3.108175888,3.023656302,3.071741219,2.914274652,3.286573921,2.379243296,2.752150288,3.571690428
